,Adm_Year,Gender,Age,HSC_Pass_Year,Program,Merit_Scholarship,Uni_Transport,Learn_Mode,Smartphone,PC,Eng_Proficiency,Probation,Suspension,Do you attend in teacher consultancy for any kind of academical problems? ,Relationship,CoCurricular,Living_Arrangement,Health_Issues,Physical_Disabilities,Target,Curr_Sem1,Study_Hours1,Study_Sessions1,SM_Hours1,Avg_Attendance1,Skills1,Skill_Dev_Hours1,Interest_Area1,Prev_SGPA1,Curr_CGPA1,Completed_Credits1,Diploma,Family_Income1
1054,2020.0,Female,22.0,2019.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Family,No,No,Poor,10.0,3.0,2.0,7.0,88.0,Web development skill(Frontend),5.0,Networking,2.9,3.93,125,False,200000.0
1055,2020.0,Female,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Poor,10.0,5.0,2.0,6.0,80.0,Programming,3.0,UI/UX,1.9,3.1,99,False,200000.0
1056,2020.0,Male,22.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,10.0,3.0,2.0,9.0,75.0,Cyber security,2.0,Hardware,2.01,3.08,126,False,250000.0
1057,2021.0,Female,20.0,2021.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Poor,7.0,5.0,4.0,2.0,100.0,Programming,4.0,UI/UX,2.33,3.89,104,False,277000.0
1058,2020.0,Male,20.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Poor,7.0,6.0,2.0,4.0,70.0,Programming,3.0,Software,1.6,2.9,30,False,20000.0
1059,2020.0,Male,23.0,2019.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,11.0,4.0,6.0,3.0,96.0,Networking,3.0,Data Science,2.67,3.4,140,False,30000.0
1060,2022.0,Male,21.0,2021.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,5.0,2.0,1.0,1.0,95.0,Web development skill(Backend),4.0,Software,1.05,2.8,18,False,30000.0
1061,2022.0,Female,21.0,2021.0,BCSE,No,Yes,Offline,Yes,No,Advance,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,6.0,2.0,2.0,3.0,100.0,Programming,2.0,UI/UX,1.47,2.54,88,False,32000.0
1062,2022.0,Male,23.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,Yes,No,Yes,Single,Yes,Bachelor,No,Yes,Poor,5.0,7.0,5.0,1.0,100.0,Programming,3.0,Software,1.58,1.42,14,False,35000.0
1063,2021.0,Male,23.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Bachelor,No,No,Poor,5.0,6.0,5.0,4.0,90.0,Web development skill(Backend),5.0,Software,2.45,2.39,40,False,35000.0
1064,2021.0,Male,19.0,2021.0,BCSE,No,Yes,Online,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Poor,8.0,3.0,3.0,2.0,89.0,Cyber security,4.0,Data Science,1.87,2.8,136,False,35000.0
1065,2020.0,Male,21.0,2019.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,9.0,3.0,2.0,8.0,70.0,Programming,1.0,Software,2.33,3.47,128,False,37000.0
1066,2020.0,Male,24.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,Yes,No,No,In a relationship,No,Bachelor,No,No,Average,11.0,1.0,3.0,2.0,100.0,Cyber security,2.0,Data Science,2.9,3.92,144,False,37000.0
1067,2021.0,Female,19.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,Yes,No,No,Single,No,Bachelor,No,No,Poor,6.0,3.0,1.0,5.0,60.0,Cyber security,3.0,Data Science,1.78,2.63,97,False,37000.0
1068,2020.0,Female,21.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Poor,11.0,4.0,2.0,7.0,100.0,Cyber security,2.0,Software,2.77,3.91,139,False,38000.0
1069,2021.0,Female,22.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,No,In a relationship,No,Family,No,No,Poor,7.0,4.0,2.0,5.0,100.0,Cyber security,2.0,Hardware,1.98,3.03,111,False,39000.0
1070,2020.0,Male,23.0,2018.0,BCSE,No,Yes,Online,Yes,Yes,Basic,No,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,11.0,5.0,2.0,11.0,35.0,Programming,2.0,Software,1.43,2.65,107,False,40000.0
1071,2021.0,Male,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Average,9.0,5.0,4.0,3.0,100.0,Cyber security,3.0,Software,2.77,3.96,129,False,42000.0
1072,2020.0,Female,20.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Advance,Yes,No,No,Married,No,Family,No,No,Poor,11.0,2.0,2.0,3.0,43.0,Networking,4.0,Hardware,2.81,3.9,144,False,43000.0
1073,2020.0,Female,21.0,2019.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,Yes,No,Poor,11.0,3.0,1.0,3.0,70.0,Programming,2.0,Software,2.1,3.2,137,False,45000.0
1074,2020.0,Female,25.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Bachelor,No,No,Poor,11.0,2.0,2.0,2.0,67.0,Machine Learning,4.0,Data Science,1.87,2.92,144,False,45000.0
1075,2022.0,Female,22.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,Yes,No,Poor,5.0,1.0,2.0,7.0,100.0,Programming,1.0,Software,2.58,3.74,39,False,45000.0
1076,2021.0,Female,22.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,No,Bachelor,No,No,Poor,6.0,3.0,1.0,7.0,80.0,Cyber security,2.0,Hardware,1.77,2.82,109,False,45000.0
1077,2018.0,Male,24.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Family,No,No,Poor,11.0,3.0,1.0,7.0,88.0,Artificial Intelligence,3.0,Hardware,2.16,3.33,143,False,46000.0
1078,2020.0,Female,23.0,2018.0,BCSE,Yes,Yes,Offline,Yes,No,Advance,No,No,No,Single,Yes,Family,Yes,No,Average,11.0,1.0,1.0,2.0,100.0,Programming,3.0,Hardware,2.53,3.81,132,False,50000.0
1079,2022.0,Male,23.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Family,No,No,Average,8.0,3.0,4.0,3.0,98.0,Web development skill(Frontend),2.0,Software,2.75,3.64,18,False,50000.0
1080,2020.0,Female,20.0,2020.0,BCSE,No,Yes,Online,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Poor,9.0,3.0,2.0,7.0,70.0,Web development skill(Backend),1.0,UI/UX,2.01,3.15,131,False,50000.0
1081,2021.0,Female,20.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,9.0,6.0,3.0,3.0,76.0,Artificial Intelligence,3.0,Hardware,2.77,3.8,129,False,50000.0
1082,2019.0,Female,22.0,2018.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,11.0,3.0,2.0,11.0,80.0,Web development skill(Backend),2.0,UI/UX,2.04,3.16,143,False,51000.0
1083,2021.0,Male,20.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,7.0,5.0,3.0,4.0,55.0,Cyber security,2.0,Data Science,2.01,3.13,101,False,51000.0
1084,2021.0,Female,20.0,2020.0,BCSE,No,Yes,Online,Yes,Yes,Basic,No,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,8.0,3.0,2.0,3.0,24.0,Programming,4.0,UI/UX,1.87,2.93,117,False,52000.0
1085,2020.0,Male,24.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,Married,Yes,Family,No,No,Poor,10.0,6.0,2.0,3.0,100.0,Cyber security,1.0,Data Science,2.02,3.11,134,False,53000.0
1086,2021.0,Male,21.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,9.0,4.0,2.0,6.0,70.0,Programming,2.0,UI/UX,1.98,2.97,105,False,53000.0
1087,2020.0,Male,21.0,2019.0,BCSE,No,Yes,Online,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Average,9.0,3.0,2.0,5.0,100.0,Cyber security,1.0,Software,2.56,3.79,132,False,55000.0
1088,2019.0,Male,23.0,2019.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,Yes,No,No,Married,Yes,Family,No,No,Poor,11.0,3.0,1.0,2.0,100.0,Networking,1.0,Hardware,1.54,2.66,143,False,55000.0
1089,2020.0,Male,23.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Poor,11.0,3.0,3.0,1.0,100.0,Programming,1.0,Software,1.56,2.65,143,False,55000.0
1090,2022.0,Female,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,Yes,In a relationship,Yes,Family,No,No,Poor,6.0,3.0,2.0,3.0,30.0,Networking,1.0,Hardware,1.88,2.98,77,False,55000.0
1091,2020.0,Male,22.0,2020.0,BCSE,No,Yes,Offline,Yes,No,Intermediate,No,No,No,Single,No,Bachelor,Yes,No,Average,10.0,1.0,2.0,2.0,100.0,Web development skill(Backend),2.0,Data Science,2.76,3.8,136,False,55000.0
1092,2022.0,Female,20.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,4.0,3.0,2.0,2.0,85.0,Programming,2.0,Data Science,1.56,2.97,67,False,55000.0
1093,2019.0,Female,21.0,2018.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Bachelor,Yes,No,Poor,10.0,1.0,1.0,9.0,57.0,Cyber security,1.0,Hardware,1.24,2.35,137,False,56000.0
1094,2020.0,Female,21.0,2019.0,BCSE,No,Yes,Online,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Poor,10.0,5.0,2.0,4.0,90.0,Machine Learning,2.0,Software,1.95,2.92,139,False,58000.0
1095,2021.0,Female,21.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,Yes,No,No,Married,Yes,Family,Yes,No,Poor,9.0,1.0,1.0,2.0,50.0,Cyber security,2.0,Data Science,1.65,2.7,139,False,59000.0
1096,2018.0,Female,24.0,2016.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,Yes,No,No,Married,No,Family,No,No,Poor,8.0,3.0,2.0,8.0,89.0,Networking,1.0,Data Science,1.11,2.35,95,False,60000.0
1097,2020.0,Female,24.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,9.0,1.0,2.0,8.0,70.0,Networking,2.0,Hardware,1.71,2.82,118,False,60000.0
1098,2020.0,Male,23.0,2019.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,11.0,4.0,2.0,5.0,95.0,Networking,5.0,Data Science,1.33,2.99,104,False,60000.0
1099,2021.0,Female,20.0,2020.0,BCSE,No,Yes,Offline,Yes,No,Intermediate,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Average,9.0,2.0,1.0,3.0,100.0,Artificial Intelligence,2.0,Data Science,2.56,3.63,106,False,60000.0
1100,2022.0,Male,22.0,2022.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,3.0,4.0,2.0,3.0,100.0,Web development skill(Frontend),2.0,UI/UX,2.81,3.97,51,False,60000.0
1101,2020.0,Female,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,In a relationship,No,Bachelor,No,No,Average,10.0,2.0,1.0,1.0,100.0,Artificial Intelligence,1.0,nan,2.73,3.81,135,False,61000.0
1102,2021.0,Female,19.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Family,No,No,Poor,6.0,7.0,3.0,3.0,89.0,Programming,1.0,UI/UX,1.88,2.9,132,False,64000.0
1103,2022.0,Male,23.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Basic,No,No,No,Single,Yes,Family,No,No,Poor,5.0,2.0,3.0,3.0,90.0,Networking,3.0,Hardware,2.33,3.68,43,False,65000.0
1104,2019.0,Male,24.0,2018.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,Yes,No,Poor,11.0,3.0,2.0,5.0,100.0,Web development skill(Frontend),2.0,Software,2.22,3.45,132,False,66000.0
1105,2021.0,Male,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,No,No,Poor,9.0,2.0,1.0,3.0,45.0,Networking,2.0,Hardware,1.45,2.53,117,False,66000.0
1106,2022.0,Female,20.0,2021.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,Yes,No,Poor,5.0,4.0,2.0,3.0,100.0,Programming,1.0,Software,1.76,2.82,62,False,66000.0
1107,2022.0,Female,20.0,2021.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,Yes,No,Average,5.0,5.0,3.0,3.0,100.0,Web development skill(Backend),2.0,Software,2.66,3.79,58,False,67000.0
1108,2020.0,Female,25.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,11.0,2.0,2.0,2.0,43.0,Networking,2.0,Hardware,2.55,3.6,143,False,68000.0
1109,2020.0,Female,21.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Married,No,Family,No,No,Average,11.0,4.0,2.0,3.0,87.0,Networking,4.0,Hardware,2.71,3.78,143,False,68000.0
1110,2022.0,Female,20.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,Yes,No,Poor,5.0,3.0,1.0,8.0,88.0,Web development skill(Frontend),3.0,UI/UX,2.22,3.19,87,False,68000.0
1111,2021.0,Male,21.0,2021.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,Yes,Yes,No,In a relationship,Yes,Bachelor,No,No,Poor,4.0,1.0,1.0,7.0,80.0,Machine Learning,1.0,Software,1.95,2.88,43,False,68000.0
1112,2021.0,Female,22.0,2018.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,6.0,2.0,2.0,1.0,100.0,Web development skill(Frontend),2.0,Data Science,2.77,3.56,56,False,70000.0
1113,2019.0,Male,21.0,2018.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,Yes,Bachelor,No,No,Average,8.0,7.0,2.0,2.0,100.0,Machine Learning,2.0,Hardware,2.75,3.93,125,False,70000.0
1114,2021.0,Female,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Poor,6.0,6.0,5.0,6.0,100.0,Networking,6.0,Software,2.61,3.78,35,False,70000.0
1115,2020.0,Female,22.0,2020.0,BCSE,No,Yes,Online,Yes,Yes,Advance,Yes,No,Yes,In a relationship,No,Family,No,No,Poor,7.0,6.0,2.0,4.0,30.0,Cyber security,1.0,UI/UX,1.35,2.65,105,False,70000.0
1116,2020.0,Male,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,Yes,No,No,In a relationship,No,Bachelor,No,No,Poor,10.0,1.0,3.0,2.0,87.0,Networking,1.0,Hardware,2.44,3.56,135,False,70000.0
1117,2022.0,Female,20.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,Yes,Bachelor,Yes,No,Poor,6.0,4.0,3.0,2.0,100.0,Web development skill(Frontend),1.0,Software,1.56,2.64,78,False,70000.0
1118,2022.0,Female,20.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,5.0,3.0,3.0,2.0,100.0,Networking,1.0,Hardware,1.76,2.84,58,False,70000.0
1119,2022.0,Female,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Family,No,No,Poor,4.0,5.0,3.0,6.0,70.0,Web development skill(Frontend),2.0,Software,1.9,3.13,89,False,71000.0
1120,2021.0,Male,21.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,6.0,4.0,2.0,6.0,100.0,Programming,3.0,UI/UX,1.99,3.05,79,False,71000.0
1121,2022.0,Female,21.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,No,Family,No,No,Poor,7.0,1.0,2.0,2.0,56.0,Artificial Intelligence,2.0,Data Science,2.43,3.55,107,False,71000.0
1122,2019.0,Female,23.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,Yes,No,Poor,10.0,5.0,1.0,2.0,91.0,Programming,2.0,Software,1.67,2.74,137,False,74000.0
1123,2020.0,Female,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,Married,No,Family,No,No,Average,11.0,4.0,1.0,2.0,100.0,Networking,1.0,Hardware,2.78,3.83,143,False,74000.0
1124,2020.0,Male,22.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,Yes,No,Poor,9.0,3.0,4.0,6.0,100.0,Programming,3.0,UI/UX,1.81,2.95,137,False,75000.0
1125,2020.0,Male,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Good,11.0,7.0,4.0,2.0,100.0,Cyber security,3.0,Data Science,2.91,3.97,139,False,75000.0
1126,2023.0,Male,19.0,2022.0,BCSE,No,Yes,Online,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Average,2.0,3.0,1.0,5.0,100.0,Cyber security,1.0,UI/UX,2.65,3.57,27,False,75000.0
1127,2019.0,Male,24.0,2018.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,Yes,No,Poor,11.0,4.0,2.0,6.0,77.0,Cyber security,2.0,Data Science,2.23,3.65,145,False,76000.0
1128,2020.0,Female,21.0,2019.0,BCSE,No,Yes,Online,Yes,Yes,Basic,No,No,No,Single,No,Family,Yes,No,Poor,7.0,3.0,1.0,6.0,86.0,Web development skill(Backend),3.0,Software,2.13,3.28,98,False,77000.0
1129,2019.0,Male,23.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,11.0,5.0,3.0,5.0,100.0,Machine Learning,2.0,Software,2.66,3.85,145,False,77000.0
1130,2020.0,Female,20.0,2020.0,BCSE,No,Yes,Online,Yes,No,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,11.0,3.0,3.0,3.0,100.0,Web development skill(Frontend),4.0,Software,2.87,3.9,143,False,77000.0
1131,2022.0,Female,20.0,2021.0,BCSE,No,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Bachelor,Yes,No,Poor,7.0,2.0,2.0,3.0,67.0,Networking,3.0,Hardware,2.65,3.75,95,False,77000.0
1132,2021.0,Female,22.0,2021.0,BCSE,No,Yes,Online,Yes,No,Intermediate,No,No,No,In a relationship,Yes,Family,No,No,Poor,10.0,2.0,3.0,1.0,100.0,Web development skill(Backend),2.0,Software,1.38,2.51,134,False,77000.0
1133,2019.0,Male,25.0,2018.0,BCSE,Yes,Yes,Online,Yes,No,Intermediate,No,No,Yes,Married,No,Family,No,No,Poor,11.0,5.0,3.0,12.0,100.0,Machine Learning,2.0,UI/UX,2.19,3.45,103,False,78000.0
1134,2020.0,Female,20.0,2019.0,BCSE,No,Yes,Offline,Yes,No,Intermediate,No,No,No,Single,No,Family,No,No,Poor,8.0,3.0,1.0,6.0,80.0,Web development skill(Backend),3.0,Data Science,2.11,3.46,101,False,78000.0
1135,2020.0,Female,25.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,Yes,No,No,Married,Yes,Family,No,No,Poor,11.0,1.0,2.0,2.0,67.0,Machine Learning,4.0,Data Science,1.78,2.8,143,False,78000.0
1136,2021.0,Female,19.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,7.0,3.0,2.0,5.0,100.0,Artificial Intelligence,2.0,Hardware,2.45,3.76,100,False,78000.0
1137,2021.0,Male,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,No,No,Average,10.0,2.0,3.0,2.0,100.0,Networking,4.0,Hardware,2.67,3.7,132,False,79000.0
1138,2021.0,Male,21.0,2021.0,BCSE,Yes,Yes,Online,Yes,Yes,Basic,Yes,No,Yes,In a relationship,Yes,Family,No,No,Average,9.0,3.0,3.0,2.0,100.0,Programming,2.0,Data Science,2.61,3.77,123,False,79000.0
1139,2020.0,Female,25.0,2018.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Married,No,Family,No,No,Poor,12.0,6.0,4.0,6.0,80.0,Web development skill(Frontend),3.0,Software,1.61,2.81,133,False,80000.0
1140,2020.0,Male,23.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Married,No,Bachelor,No,No,Average,9.0,1.0,1.0,5.0,100.0,Networking,1.0,Hardware,2.89,3.89,102,False,80000.0
1141,2021.0,Female,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,Yes,No,No,Married,Yes,Family,No,No,Poor,9.0,2.0,2.0,3.0,100.0,Cyber security,4.0,Data Science,1.68,2.71,101,False,80000.0
1142,2020.0,Male,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,11.0,1.0,1.0,3.0,100.0,Cyber security,2.0,Data Science,1.63,2.7,143,False,80000.0
1143,2021.0,Male,20.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Family,No,No,Poor,7.0,2.0,1.0,2.0,95.0,Machine Learning,3.0,Software,1.56,2.64,97,False,80000.0
1144,2020.0,Male,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Average,11.0,4.0,1.0,2.0,100.0,Artificial Intelligence,4.0,Data Science,2.75,3.8,143,False,81000.0
1145,2020.0,Male,22.0,2018.0,BCSE,Yes,Yes,Offline,Yes,No,Advance,No,No,No,Single,No,Family,No,No,Average,7.0,6.0,3.0,3.0,100.0,Web development skill(Backend),3.0,Software,2.56,3.95,115,False,85000.0
1146,2020.0,Female,22.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,Married,No,Family,No,No,Average,11.0,2.0,3.0,1.0,100.0,Web development skill(Backend),4.0,Software,2.56,3.66,143,False,86000.0
1147,2019.0,Male,24.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Bachelor,No,No,Poor,11.0,5.0,2.0,3.0,89.0,Networking,4.0,Hardware,1.76,2.89,143,False,87000.0
1148,2020.0,Male,23.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Bachelor,No,No,Average,10.0,2.0,2.0,3.0,79.0,Networking,1.0,Hardware,2.87,3.91,139,False,88000.0
1149,2022.0,Male,20.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,7.0,3.0,1.0,2.0,50.0,Artificial Intelligence,4.0,Data Science,1.56,2.63,88,False,88000.0
1150,2019.0,Male,21.0,2018.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Bachelor,Yes,No,Average,11.0,2.0,1.0,4.0,100.0,Machine Learning,2.0,Data Science,2.57,3.88,145,False,89000.0
1151,2019.0,Male,25.0,2018.0,BCSE,No,Yes,Online,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Poor,11.0,4.0,2.0,3.0,81.0,Artificial Intelligence,2.0,Data Science,1.5,2.63,143,False,89000.0
1152,2021.0,Female,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,10.0,3.0,3.0,1.0,100.0,Machine Learning,2.0,Data Science,2.55,3.6,135,False,89000.0
1153,2022.0,Female,19.0,2021.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Average,4.0,5.0,2.0,4.0,100.0,Machine Learning,2.0,Hardware,2.56,3.89,29,False,89000.0
1154,2019.0,Male,24.0,2019.0,BCSE,Yes,Yes,Online,Yes,No,Advance,No,No,Yes,Single,Yes,Family,No,No,Average,11.0,6.0,3.0,2.0,100.0,Artificial Intelligence,1.0,Hardware,2.87,3.94,143,False,90000.0
1155,2019.0,Female,24.0,2019.0,BCSE,No,No,Offline,Yes,No,Advance,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,11.0,1.0,2.0,5.0,100.0,Networking,2.0,Hardware,2.48,3.78,144,False,90000.0
1156,2021.0,Male,24.0,2019.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,No,No,Poor,6.0,1.0,1.0,10.0,90.0,Networking,1.0,Hardware,1.35,2.65,98,False,90000.0
1157,2020.0,Male,22.0,2020.0,BCSE,No,Yes,Online,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Poor,7.0,5.0,2.0,8.0,100.0,Web development skill(Frontend),2.0,UI/UX,1.56,2.98,99,False,90000.0
1158,2021.0,Female,20.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Family,No,No,Poor,8.0,4.0,3.0,4.0,65.0,Artificial Intelligence,2.0,nan,1.66,2.45,105,False,90000.0
1159,2022.0,Male,20.0,2021.0,BCSE,No,Yes,Offline,Yes,No,Advance,No,No,Yes,In a relationship,No,Family,Yes,No,Poor,5.0,2.0,2.0,3.0,100.0,Web development skill(Backend),2.0,Software,1.86,2.91,60,False,93000.0
1160,2023.0,Female,19.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,2.0,4.0,3.0,3.0,100.0,Artificial Intelligence,2.0,Software,2.77,3.83,30,False,95000.0
1161,2022.0,Female,21.0,2021.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,No,Bachelor,No,No,Poor,6.0,1.0,2.0,3.0,53.0,Networking,1.0,Hardware,2.81,3.9,83,False,95000.0
